0.65,-0.0018,-0.0018
0.651,-0.0036,-0.0036
0.652,-0.0056,-0.0056
0.653,-0.007,-0.007
0.654,-0.0076,-0.0076
0.655,-0.0078,-0.0078
0.656,-0.0072,-0.0072
0.657,-0.0064,-0.0064
0.658,-0.005,-0.005
0.659,-0.0034,-0.0034
0.66,-0.001,-0.001
0.661,0.001,0.001
0.662,0.003,0.003
0.663,0.0048,0.0048
0.664,0.0064,0.0064
0.665,0.0072,0.0072
0.666,0.0076,0.0076
0.667,0.0074,0.0074
0.668,0.0066,0.0066
0.669,0.0052,0.0052
0.67,0.0038,0.0038
0.671,0.0014,0.0014
0.672,-0.0002,-0.0002
0.673,-0.0026,-0.0026
0.674,-0.0046,-0.0046
0.675,-0.006,-0.006
0.676,-0.0074,-0.0074
0.677,-0.0076,-0.0076
0.678,-0.0076,-0.0076
0.679,-0.0068,-0.0068
0.68,-0.0058,-0.0058
0.681,-0.004,-0.004
0.682,-0.0022,-0.0022
0.683,-0.0002,-0.0002
0.684,0.002,0.002
0.685,0.0038,0.0038
0.686,0.0056,0.0056
0.687,0.0068,0.0068
0.688,0.0076,0.0076
0.689,0.0076,0.0076
0.69,0.007,0.007
0.691,0.006,0.006
0.692,0.0046,0.0046
0.693,0.0026,0.0026
0.694,0.0006,0.0006
0.695,-0.0012,-0.0012
0.696,-0.0034,-0.0034
0.697,-0.0052,-0.0052
0.698,-0.0066,-0.0066
0.699,-0.0074,-0.0074
0.7,-0.0078,-0.0078
0.701,-0.0076,-0.0076
0.702,-0.0066,-0.0066
0.703,-0.0052,-0.0052
0.704,-0.0038,-0.0038
0.705,-0.0014,-0.0014
0.706,0.0004,0.0004
0.707,0.0026,0.0026
0.708,0.0046,0.0046
0.709,0.0062,0.0062
0.71,0.0074,0.0074
0.711,0.0076,0.0076
0.712,0.0074,0.0074
0.713,0.0068,0.0068
0.714,0.0054,0.0054
0.715,0.0038,0.0038
0.716,0.002,0.002
0.717,0,0
0.718,-0.0022,-0.0022
0.719,-0.004,-0.004
0.72,-0.0058,-0.0058
0.721,-0.0072,-0.0072
0.722,-0.0074,-0.0074
0.723,-0.0076,-0.0076
0.724,-0.0072,-0.0072
0.725,-0.0064,-0.0064
0.726,-0.0046,-0.0046
0.727,-0.0028,-0.0028
0.728,-0.0006,-0.0006
0.729,0.0014,0.0014
0.73,0.0034,0.0034
0.731,0.005,0.005
0.732,0.0064,0.0064
0.733,0.007,0.007
0.734,0.0074,0.0074
0.735,0.0068,0.0068
0.736,0.0064,0.0064
0.737,0.0052,0.0052
0.738,0.0032,0.0032
0.739,0.0012,0.0012
0.74,-0.0008,-0.0008
0.741,-0.003,-0.003
0.742,-0.005,-0.005
0.743,-0.0064,-0.0064
0.744,-0.0074,-0.0074
0.745,-0.0078,-0.0078
0.746,-0.0076,-0.0076
0.747,-0.0066,-0.0066
0.748,-0.0052,-0.0052
0.749,-0.0036,-0.0036
0.75,-0.0014,-0.0014
0.751,0.0004,0.0004
0.752,0.0026,0.0026
0.753,0.0042,0.0042
0.754,0.0058,0.0058
0.755,0.007,0.007
0.756,0.0074,0.0074
0.757,0.0076,0.0076
0.758,0.0068,0.0068
0.759,0.0056,0.0056
0.76,0.0042,0.0042
0.761,0.002,0.002
0.762,0,0
0.763,-0.0022,-0.0022
0.764,-0.004,-0.004
0.765,-0.0058,-0.0058
0.766,-0.0068,-0.0068
0.767,-0.0076,-0.0076
0.768,-0.0074,-0.0074
0.769,-0.0074,-0.0074
0.77,-0.006,-0.006
0.771,-0.0046,-0.0046
0.772,-0.0024,-0.0024
0.773,-0.0006,-0.0006
0.774,0.0012,0.0012
0.775,0.0034,0.0034
0.776,0.0052,0.0052
0.777,0.0066,0.0066
0.778,0.0074,0.0074
0.779,0.0078,0.0078
0.78,0.0074,0.0074
0.781,0.0066,0.0066
0.782,0.0048,0.0048
0.783,0.0032,0.0032
0.784,0.0014,0.0014
0.785,-0.0008,-0.0008
0.786,-0.003,-0.003
0.787,-0.0048,-0.0048
0.788,-0.0064,-0.0064
0.789,-0.0072,-0.0072
0.79,-0.008,-0.008
0.791,-0.0076,-0.0076
0.792,-0.007,-0.007
0.793,-0.0058,-0.0058
0.794,-0.004,-0.004
0.795,-0.0022,-0.0022
0.796,0,0
0.797,0.002,0.002
0.798,0.0038,0.0038
0.799,0.0058,0.0058
0.8,0.007,0.007
0.801,0.0076,0.0076
0.802,0.0076,0.0076
0.803,0.007,0.007
0.804,0.0058,0.0058
0.805,0.0044,0.0044
0.806,0.0024,0.0024
0.807,0.0006,0.0006
0.808,-0.0014,-0.0014
0.809,-0.0036,-0.0036
0.81,-0.0052,-0.0052
0.811,-0.0066,-0.0066
0.812,-0.0072,-0.0072
0.813,-0.0076,-0.0076
0.814,-0.0076,-0.0076
0.815,-0.0066,-0.0066
0.816,-0.0052,-0.0052
0.817,-0.0032,-0.0032
0.818,-0.001,-0.001
0.819,0.001,0.001
0.82,0.0032,0.0032
0.821,0.0048,0.0048
0.822,0.0062,0.0062
0.823,0.0072,0.0072
0.824,0.0076,0.0076
0.825,0.0074,0.0074
0.826,0.0068,0.0068
0.827,0.0056,0.0056
0.828,0.0036,0.0036
0.829,0.0016,0.0016
0.83,-0.0002,-0.0002
0.831,-0.0022,-0.0022
0.832,-0.0042,-0.0042
0.833,-0.006,-0.006
0.834,-0.007,-0.007
0.835,-0.0078,-0.0078
0.836,-0.008,-0.008
0.837,-0.0076,-0.0076
0.838,-0.006,-0.006
0.839,-0.0044,-0.0044
0.84,-0.0026,-0.0026
0.841,-0.0002,-0.0002
0.842,0.002,0.002
0.843,0.0038,0.0038
0.844,0.0056,0.0056
0.845,0.0066,0.0066
0.846,0.0078,0.0078
0.847,0.0076,0.0076
0.848,0.0074,0.0074
0.849,0.006,0.006
0.85,0.0048,0.0048
0.851,0.0032,0.0032
0.852,0.0006,0.0006
0.853,-0.001,-0.001
0.854,-0.0036,-0.0036
0.855,-0.005,-0.005
0.856,-0.0068,-0.0068
0.857,-0.0076,-0.0076
0.858,-0.0078,-0.0078
0.859,-0.0074,-0.0074
0.86,-0.007,-0.007
0.861,-0.0054,-0.0054
0.862,-0.0038,-0.0038
0.863,-0.0014,-0.0014
0.864,0.001,0.001
0.865,0.0026,0.0026
0.866,0.0046,0.0046
0.867,0.006,0.006
0.868,0.007,0.007
0.869,0.0076,0.0076
0.87,0.0074,0.0074
0.871,0.007,0.007
0.872,0.006,0.006
0.873,0.0038,0.0038
0.874,0.002,0.002
0.875,0,0
0.876,-0.002,-0.002
0.877,-0.0038,-0.0038
0.878,-0.0058,-0.0058
0.879,-0.0072,-0.0072
0.88,-0.008,-0.008
0.881,-0.008,-0.008
0.882,-0.0076,-0.0076
0.883,-0.0062,-0.0062
0.884,-0.0046,-0.0046
0.885,-0.0026,-0.0026
0.886,-0.0006,-0.0006
0.887,0.0012,0.0012
0.888,0.0036,0.0036
0.889,0.0056,0.0056
0.89,0.0068,0.0068
0.891,0.0074,0.0074
0.892,0.008,0.008
0.893,0.0074,0.0074
0.894,0.0066,0.0066
0.895,0.0048,0.0048
0.896,0.0032,0.0032
0.897,0.0012,0.0012
0.898,-0.0008,-0.0008
0.899,-0.003,-0.003
